concept_id
19018432
19107760
19108705
21031571
21061060
36069186
36069187
36069188
36069189
36069190
36069191
36069192
36069193
36069194
36069195
36222037
36222038
36244964
40092786
40727282
40739751
40739752
40739753
40739754
40739755
40739756
40739757
40739758
40739759
40739760
40739761
40739762
40831013
40974977
41006382
41051505
41181867
41225177
41244225
41256106
41275155
41275156
41295463
41298005
